review_title,review_rating,review_date,review_body,user_contributions,review_short_date,review_year,review_month,review_title_length,review_length,overall_sentiment,tokens
the worse 5 star hotel we have ever stayed at,Terrible,2019-05-01,booking the hotel room we anticipated sea views balcony and a spaciuos room none of which were on offer hugely disappointed we paid 360 00 euros for 1 night in a room situated at the back of the hotel with a view over looking a dissuesd building and massive metal tower which i assumed was some form of communication pole however when i complained to the receptionist who showed us the room he tried to justify our rate paid only warranted this type of room and of course they were fully booked so apparently couldn t move us but offered that should we wish to leave we wouldn t be charged due to the lateness of our arrival we had to stay but with a heavy heart the facilities on offer were a 2 hour window in their spa i had to halt one treatment as the therapist had a really ,22,May 2019,2019,May,10,151,negative,"['booking', 'hotel', 'room', 'anticipated', 'sea', 'views', 'balcony', 'spaciuos', 'room', 'none', 'offer', 'hugely', 'disappointed', 'paid', '360', 'euros', 'night', 'room', 'situated', 'back', 'hotel', 'view', 'looking', 'dissuesd', 'building', 'massive', 'metal', 'tower', 'assumed', 'form', 'communication', 'pole', 'however', 'complained', 'receptionist', 'showed', 'room', 'tried', 'justify', 'rate', 'paid', 'warranted', 'type', 'room', 'course', 'fully', 'booked', 'apparently', 'move', 'offered', 'wish', 'leave', 'charged', 'due', 'lateness', 'arrival', 'stay', 'heavy', 'heart', 'facilities', 'offer', 'hour', 'window', 'spa', 'halt', 'one', 'treatment', 'therapist', 'really']"
wonderful ,Excellent,2019-04-01,beautiful hotel great location great restaurant wonderful service we stayed only 1 night but wished we had stayed longer we ate breakfast dinner in the restaurant on the 9th floor very nice experience and very good views rooms were roomy clean and well appointed ,13,April 2019,2019,April,1,44,positive,"['beautiful', 'hotel', 'great', 'location', 'great', 'restaurant', 'wonderful', 'service', 'stayed', 'night', 'wished', 'stayed', 'longer', 'ate', 'breakfast', 'dinner', 'restaurant', '9th', 'floor', 'nice', 'experience', 'good', 'views', 'rooms', 'roomy', 'clean', 'well', 'appointed']"
comfy stay in naples,Very Good,2019-04-01,the location of the hotel is perfect if you traveling around the area and taking ferrys its not a picturesque view so i wouldn t choose a room based on that we stayed with 2 kids in one room and it was a bit tight however the hotel was nice enough to add an extra roll out bed breakfast is very nice and has something for everyone ,43,April 2019,2019,April,4,67,positive,"['location', 'hotel', 'perfect', 'traveling', 'around', 'area', 'taking', 'ferrys', 'picturesque', 'view', 'choose', 'room', 'based', 'stayed', 'kids', 'one', 'room', 'bit', 'tight', 'however', 'hotel', 'nice', 'enough', 'add', 'extra', 'roll', 'bed', 'breakfast', 'nice', 'something', 'everyone']"
the arsenal supporters group ,Excellent,2019-04-01,we stayed for two nights and received superb service from the moment we were met from or car at the roadside good humoured polite and efficient staff at the door the reception desk speed of luggage delivery in the bar and in the roof top michelin stared restaurant where we were wowed by the 8 course tasting menu with wine flight not inexpensive but simply wonderful comfortable well equipped rooms completed the package we all had a fantastic time at the romeo and arsenal won ,7,April 2019,2019,April,4,85,positive,"['stayed', 'two', 'nights', 'received', 'superb', 'service', 'moment', 'met', 'car', 'roadside', 'good', 'humoured', 'polite', 'efficient', 'staff', 'door', 'reception', 'desk', 'speed', 'luggage', 'delivery', 'bar', 'roof', 'top', 'michelin', 'stared', 'restaurant', 'wowed', 'course', 'tasting', 'menu', 'wine', 'flight', 'inexpensive', 'simply', 'wonderful', 'comfortable', 'well', 'equipped', 'rooms', 'completed', 'package', 'fantastic', 'time', 'romeo', 'arsenal']"
amazing hotel,Excellent,2019-04-01,this was one of the best hotels i ve stayed at the workers spa bar and pool were well beyond average the location is right on the water next to the ferry line and multiple restaurants i would highly recommend this hotel for your stay in naples ,2,April 2019,2019,April,2,47,positive,"['one', 'best', 'hotels', 'stayed', 'workers', 'spa', 'bar', 'pool', 'well', 'beyond', 'average', 'location', 'right', 'water', 'next', 'ferry', 'line', 'multiple', 'restaurants', 'would', 'highly', 'recommend', 'hotel', 'stay', 'naples']"
dissapointed,Very Good,2019-04-01,a lovely looking hotel with views to the port it s not in a particularly nice position quite an industrial looking area there are nicer places to stay and since been back the nicer areas are no more expensive the staff here are great reception staff really helpful the restaurant staff were great and antonio in the lobby had was fantastic it lived up to its 5 rating but in other ways it lets itself down 3 light bulbs out in room on our first night we got back to our room about 10 30ish to find we couldn t get into our room i sent down to reception to report this and was immediately escorted back to the room by the gentleman on the desk it turned out that the lock was shattered which was quite worrying as this must have taken some force we were told this happens we ,50,April 2019,2019,April,1,151,positive,"['lovely', 'looking', 'hotel', 'views', 'port', 'particularly', 'nice', 'position', 'quite', 'industrial', 'looking', 'area', 'nicer', 'places', 'stay', 'since', 'back', 'nicer', 'areas', 'expensive', 'staff', 'great', 'reception', 'staff', 'really', 'helpful', 'restaurant', 'staff', 'great', 'antonio', 'lobby', 'fantastic', 'lived', 'rating', 'ways', 'lets', 'light', 'bulbs', 'room', 'first', 'night', 'got', 'back', 'room', '30ish', 'find', 'get', 'room', 'sent', 'reception', 'report', 'immediately', 'escorted', 'back', 'room', 'gentleman', 'desk', 'turned', 'lock', 'shattered', 'quite', 'worrying', 'must', 'taken', 'force', 'told', 'happens']"
amazing,Excellent,2018-09-01,we had an amazing stay at the romeo hotel its stylish and offers a rooftop pool with jacuzzi with harbour views the staff was nice and the breakfast delicious our room was big and everything is very modern with well picked interior whenever we are in naples that is the place to stay for us ,251,September 2018,2018,September,1,55,positive,"['amazing', 'stay', 'romeo', 'hotel', 'stylish', 'offers', 'rooftop', 'pool', 'jacuzzi', 'harbour', 'views', 'staff', 'nice', 'breakfast', 'delicious', 'room', 'big', 'everything', 'modern', 'well', 'picked', 'interior', 'whenever', 'naples', 'place', 'stay']"
romeo was excellent,Excellent,2019-04-01,loved our stay at romeo in naples the whole experience is pretty funky and interesting but at the heart of it is a well managed hotel which caters to every need we found the concierge staff amazing and were all over places to see dinner reservations travel bookings and general assistance the guy sorry i don t know your name who managed the arrival departure process was amazing always helpful throughout our stay ,1,April 2019,2019,April,3,73,positive,"['loved', 'stay', 'romeo', 'naples', 'whole', 'experience', 'pretty', 'funky', 'interesting', 'heart', 'well', 'managed', 'hotel', 'caters', 'every', 'need', 'found', 'concierge', 'staff', 'amazing', 'places', 'see', 'dinner', 'reservations', 'travel', 'bookings', 'general', 'assistance', 'guy', 'sorry', 'know', 'name', 'managed', 'arrival', 'departure', 'process', 'amazing', 'always', 'helpful', 'throughout', 'stay']"
girls trip,Excellent,2019-04-01,we went to naples for a mother daughter trip to see pompeii naples our room was comfortable clean unfortunately we couldn t get the rain shower to operate but the hand held shower was fine the restaurant was lovely in particular the fish staff were very helpful and friendly and speak english very well the location is handy to the port for visiting the amalfi coast capri most points of interest cafes reastaurants shops are about a 15 min walk ,4,April 2019,2019,April,2,80,positive,"['went', 'naples', 'mother', 'daughter', 'trip', 'see', 'pompeii', 'naples', 'room', 'comfortable', 'clean', 'unfortunately', 'get', 'rain', 'shower', 'operate', 'hand', 'held', 'shower', 'fine', 'restaurant', 'lovely', 'particular', 'fish', 'staff', 'helpful', 'friendly', 'speak', 'english', 'well', 'location', 'handy', 'port', 'visiting', 'amalfi', 'coast', 'capri', 'points', 'interest', 'cafes', 'reastaurants', 'shops', 'min', 'walk']"
oasis in naples ,Excellent,2019-03-01,this hotel was my favorite part about staying in naples naples is not my type of city crossing the street was stressful there was trash everywhere and there is tagging on all the buildings i see great bones in the city but somehow things have not been maintained the one reason to visit naples is to eat pizza and tons of it if you do decide to stay in naples like we did this hotel is where you should stay the hotel is close to a subway and was easily walkable to many sites the hotel was clean with great facilities and staff the staff was helpful in making reservations and suggestions for sightseeing the food was great breakfast was my favorite part of the day the breakfast is served on the 9th floor with a nice view of the harbor there was also a pool ,18,March 2019,2019,March,3,146,positive,"['hotel', 'favorite', 'part', 'staying', 'naples', 'naples', 'type', 'city', 'crossing', 'street', 'stressful', 'trash', 'everywhere', 'tagging', 'buildings', 'see', 'great', 'bones', 'city', 'somehow', 'things', 'maintained', 'one', 'reason', 'visit', 'naples', 'eat', 'pizza', 'tons', 'decide', 'stay', 'naples', 'like', 'hotel', 'stay', 'hotel', 'close', 'subway', 'easily', 'walkable', 'many', 'sites', 'hotel', 'clean', 'great', 'facilities', 'staff', 'staff', 'helpful', 'making', 'reservations', 'suggestions', 'sightseeing', 'food', 'great', 'breakfast', 'favorite', 'part', 'day', 'breakfast', 'served', '9th', 'floor', 'nice', 'view', 'harbor', 'also', 'pool']"
paradise in naples,Excellent,2019-03-01,from the moment we arrived we knew we had selected the perfect place romeo is a gorgeous hotel and the staff were amazing they did everything to accommodate any assistance or requests we had during our stay they were just exceptional ,6,March 2019,2019,March,3,41,positive,"['moment', 'arrived', 'knew', 'selected', 'perfect', 'place', 'romeo', 'gorgeous', 'hotel', 'staff', 'amazing', 'everything', 'accommodate', 'assistance', 'requests', 'stay', 'exceptional']"
finest hotel ,Excellent,2019-03-01,one of the finenest hotel i have been the area is no pretty but the hotel is gorgeous and very thing you want to see is behind best gym ever seen in a hotel fantastic interior decoration and the personl very helpful and kind,1,March 2019,2019,March,2,44,positive,"['one', 'finenest', 'hotel', 'area', 'pretty', 'hotel', 'gorgeous', 'thing', 'want', 'see', 'behind', 'best', 'gym', 'ever', 'seen', 'hotel', 'fantastic', 'interior', 'decoration', 'personl', 'helpful', 'kind']"
25th anniversary long weekend,Excellent,2019-03-01,we enjoyed the hotel and the staff your evening doorman was very helpful and gave us great recommendations for restaurants the spa was excellent and your michelin starred resuaurant was very good our only concern your wi fi is terrible we had to sit by the door of our room to get any reception there is no excuse for this in 2019 ,3,March 2019,2019,March,4,62,positive,"['enjoyed', 'hotel', 'staff', 'evening', 'doorman', 'helpful', 'gave', 'great', 'recommendations', 'restaurants', 'spa', 'excellent', 'michelin', 'starred', 'resuaurant', 'good', 'concern', 'terrible', 'sit', 'door', 'room', 'get', 'reception', 'excuse', '2019']"
